customer_id,first_name,last_name,birth_date,street_name,house_number,zip_code,city,state
iubi0031,Neba,Essomba,1991-06-13,Heribert-Killer-Ring,116,65950,Sonneberg,Berlin
iubi0032,Mbella,Wolf,1952-06-16,Niemeierstr.,93,92082,Sankt Goar,Schleswig-Holstein
iubi0033,Fonyuy,Fokou,1975-02-07,Heidrichring,118,30768,Nabburg,Berlin
iubi0034,Tabe,Ngongang,1973-03-18,Löfflerstr.,115,75443,Stollberg,Baden-Württemberg
iubi0035,Ekane,Mbappe,2002-03-08,Geißlerallee,129,09963,Schmölln,Baden-Württemberg
iubi0036,Greta,Klein,1997-06-05,Dittmar-Dörr-Gasse,107,51717,Schwarzenberg,Saarland
iubi0037,Ngong,Müller,2003-07-09,Wulffplatz,182,32228,Steinfurt,Sachsen-Anhalt
iubi0038,Atangana,Abang,1971-04-18,Hartwig-Werner-Allee,59,41566,Senftenberg,Thüringen
iubi0039,Atangana,Müller,1988-07-13,Felicitas-Hölzenbecher-Ring,46,33013,Leipziger Land,Berlin
iubi0040,Ngozi,Klein,1959-10-22,Rüdiger-Liebelt-Gasse,132,88629,Büsingen am Hochrhein,Hessen
iubi0041,Greta,Klein,1965-09-01,Kabusplatz,152,34187,Chemnitz,Hessen
iubi0042,Karl,Schmidt,1974-01-07,Rohtstr.,133,62776,Potsdam,Bremen
iubi0043,Anna,Schmidt,1987-06-15,Matthäus-Junitz-Gasse,70,13275,Stendal,Mecklenburg-Vorpommern
iubi0044,Anna,Abang,1960-08-28,Putzring,82,90310,Schmölln,Hamburg
iubi0045,Johann,Fischer,1999-01-05,Ernst-August-Trub-Platz,105,00834,Eberswalde,Baden-Württemberg
iubi0046,Ngozi,Weber,1969-12-04,Dorina-Hendriks-Weg,140,62558,Tuttlingen,Nordrhein-Westfalen
iubi0047,Mbella,Weber,1979-06-03,Madlen-Wende-Ring,71,25579,Prenzlau,Bremen
iubi0048,Johann,Oben,1977-07-01,Löfflerring,24,01039,Sonneberg,Rheinland-Pfalz
iubi0049,Atangana,Becker,1972-09-05,Janina-Gnatz-Weg,142,88103,Naila,Schleswig-Holstein
iubi0050,Anna,Schneider,1969-07-15,Kochweg,20,01845,Auerbach,Nordrhein-Westfalen
iubi0051,Ngozi,Müller,1951-08-22,Höfigring,84,94141,Geithain,Thüringen
iubi0052,Anna,Essomba,1995-10-23,Bohnbachgasse,59,67160,Aue,Sachsen
iubi0053,Sophie,Schneider,1982-01-19,Boucseinweg,184,93256,Passau,Rheinland-Pfalz
iubi0054,Johann,Fischer,1972-04-24,Hardy-Hein-Weg,75,62027,Kassel,Sachsen
iubi0055,Hans,Tchoumi,1971-04-08,Karsten-Fliegner-Straße,154,50180,Bergzabern,Thüringen
iubi0056,Clara,Mbappe,1971-09-29,Thiesweg,73,85972,Pirmasens,Sachsen-Anhalt
iubi0057,Sophie,Klein,1959-04-17,Rosel-Löffler-Allee,15,98786,Rudolstadt,Thüringen
iubi0058,Anna,Klein,1958-08-04,Girschnerstraße,112,60849,Waldmünchen,Bremen
iubi0059,Karl,Essomba,1959-01-05,Seifertstr.,79,47201,Melle,Baden-Württemberg
iubi0060,Hans,Wolf,1977-08-08,Gordon-Thies-Platz,18,55149,Freising,Niedersachsen
iubi0061,Ngozi,Weber,1979-10-31,Karl-Heinrich-Trupp-Ring,88,45980,Uffenheim,Berlin
iubi0062,Fonyuy,Schmidt,1975-09-11,Höfigallee,61,57564,Main-Höchst,Nordrhein-Westfalen
iubi0063,Fonyuy,Tchoumi,1960-05-16,Notburga-Mohaupt-Ring,93,33593,Pritzwalk,Hamburg
iubi0064,Ewane,Schmidt,1985-11-26,Blümelplatz,77,65078,Bischofswerda,Niedersachsen
iubi0065,Tabe,Nfor,1959-10-03,Fiebigring,79,31873,Holzminden,Schleswig-Holstein
iubi0066,Lukas,Mbappe,1973-01-11,Hans-J.-Möchlichen-Allee,107,56752,Ochsenfurt,Saarland
iubi0067,Johann,Hoffmann,1991-04-23,Bohlanderstr.,14,34327,Chemnitz,Berlin
iubi0068,Greta,Weber,1990-05-22,Hansjörg-Hentschel-Gasse,150,13861,Waren,Bremen
iubi0069,Ekane,Essomba,1984-05-11,Mechthilde-Mies-Weg,4,60155,Meiningen,Niedersachsen
iubi0070,Lukas,Weber,2002-09-02,Erkan-Dörr-Platz,172,16115,Osterode am Harz,Rheinland-Pfalz
iubi0071,Johann,Nfor,1950-05-24,Imelda-Faust-Allee,75,19952,Potsdam,Hessen
iubi0072,Neba,Schmidt,1981-06-27,Nikolas-Gorlitz-Weg,20,94621,Bitterfeld,Berlin
iubi0073,Mbella,Fischer,1986-10-02,Harro-Knappe-Straße,29,87284,Saulgau,Bayern
iubi0074,Neba,Abang,1962-12-14,Wencke-Koch II-Gasse,9,85727,Gransee,Nordrhein-Westfalen
iubi0075,Greta,Fokou,1954-12-20,Kramergasse,15,75219,Neu-Ulm,Mecklenburg-Vorpommern
iubi0076,Johann,Schneider,1951-11-03,Elwira-Langern-Allee,52,76802,Malchin,Thüringen
iubi0077,Johann,Fokou,1976-02-21,Silvio-Scheibe-Gasse,46,64259,Schwarzenberg,Bayern
iubi0078,Ekane,Abang,2004-11-28,Heinz-Willi-Stey-Gasse,69,15933,Nauen,Bremen
iubi0079,Anna,Ewane,1976-11-14,Horniggasse,179,63613,Hagenow,Berlin
iubi0080,Mbella,Nkem,1962-12-01,Kruschwitzring,30,22314,Miesbach,Bremen
iubi0081,Karl,Schneider,1959-08-09,Eimergasse,79,20147,Borken,Bayern
iubi0082,Ewane,Nkem,1995-04-11,Helen-Stiebitz-Allee,138,27076,Wolmirstedt,Rheinland-Pfalz
iubi0083,Friedrich,Wagner,1967-10-27,Leyla-Börner-Weg,20,26868,Sömmerda,Sachsen
iubi0084,Ewane,Ewane,1965-05-13,Branka-Becker-Straße,26,51745,Borna,Brandenburg
iubi0085,Tabe,Schneider,1989-03-14,Traudl-Tlustek-Allee,158,92777,Bützow,Berlin
iubi0086,Heinrich,Ewane,1952-03-26,Janet-Siering-Platz,47,37607,Recklinghausen,Sachsen
iubi0087,Lukas,Essomba,1961-01-31,Handegasse,50,71557,Pasewalk,Sachsen-Anhalt
iubi0088,Clara,Fokou,1978-05-01,Antoinette-Biggen-Weg,110,19230,Zerbst,Rheinland-Pfalz
iubi0089,Friedrich,Schneider,1986-09-26,Ziegertgasse,119,34866,Pirmasens,Hessen
iubi0090,Ekane,Weber,1990-05-04,Ahmet-Schweitzer-Ring,80,61272,Berchtesgaden,Sachsen
iubi0091,Heinrich,Mbappe,1957-04-29,Pölitzweg,46,19875,Badibling,Thüringen
iubi0092,Anna,Ngongang,1984-02-17,Enrico-Weihmann-Straße,193,43764,Jessen,Saarland
iubi0093,Karl,Nfor,1990-08-31,Zoltan-Bien-Gasse,125,53259,Hamburg,Bayern
iubi0094,Heinrich,Becker,1952-08-29,Gilda-Jessel-Gasse,88,45453,Neubrandenburg,Saarland
iubi0095,Sophie,Ngongang,1995-07-30,Huhnring,156,37414,Helmstedt,Berlin
iubi0096,Tabe,Mbappe,1993-10-09,Hentschelstraße,15,08314,Göppingen,Niedersachsen
iubi0097,Friedrich,Mbappe,1976-10-03,Rörrichtgasse,162,71241,Pinneberg,Baden-Württemberg
iubi0098,Fonyuy,Schmidt,1996-11-22,Matthäistr.,132,90952,Halberstadt,Saarland
iubi0099,Hans,Fischer,1956-01-09,Gretel-Beckmann-Weg,30,06027,Wernigerode,Hessen
iubi0100,Neba,Ewane,1990-05-14,Södingweg,67,47604,Dinkelsbühl,Mecklenburg-Vorpommern
iubi0101,Ngozi,Weber,1991-09-12,Salzgasse,168,36603,Nördlingen,Bremen
iubi0102,Hans,Mbappe,1987-06-29,Eberthring,108,83226,Tuttlingen,Thüringen
iubi0103,Nkechi,Klein,1978-05-18,Kazim-Jacobi Jäckel-Straße,81,27948,Staffelstein,Niedersachsen
iubi0104,Karl,Schneider,1965-12-02,Heinrichstraße,111,70511,Freudenstadt,Mecklenburg-Vorpommern
iubi0105,Fonyuy,Tchoumi,1951-03-28,Frankeplatz,64,44782,Heinsberg,Thüringen
iubi0106,Karl,Nkem,1964-09-02,Hörlegasse,199,68119,Steinfurt,Sachsen
iubi0107,Sophie,Ewane,1972-08-11,Jähnring,3,44353,Gotha,Rheinland-Pfalz
iubi0108,Nkechi,Müller,1954-12-04,Corinna-Boucsein-Weg,18,02193,Luckau,Saarland
iubi0109,Ngong,Becker,1961-02-13,Gießring,19,41468,Lippstadt,Hamburg
iubi0110,Karl,Müller,2000-03-18,Speerstraße,27,53727,Eggenfelden,Saarland
iubi0111,Karl,Fokou,2002-12-01,Austermühleweg,10,55808,Cottbus,Hessen
iubi0112,Atangana,Fischer,1953-10-11,Casparstr.,25,54711,Plauen,Berlin
iubi0113,Ewane,Klein,1992-04-03,Staudestr.,27,36996,Spremberg,Sachsen
iubi0114,Ewane,Ewane,1973-07-21,Ritterstraße,125,48034,Ribnitz-Damgarten,Niedersachsen
iubi0115,Atangana,Ngongang,1978-06-04,Cathrin-Werner-Straße,133,34733,Grimma,Baden-Württemberg
iubi0116,Lukas,Abang,1955-03-01,Schmidtplatz,148,60158,Donaueschingen,Sachsen
iubi0117,Anna,Essomba,1981-08-01,Steckelring,159,83398,Berchtesgaden,Nordrhein-Westfalen
iubi0118,Karl,Klein,1993-05-10,Jäntschallee,5,46930,Fürstenfeldbruck,Schleswig-Holstein
iubi0119,Ekane,Ngongang,1951-06-13,Ismet-Schuster-Gasse,13,85641,Einbeck,Sachsen
iubi0120,Ewane,Mbappe,1995-08-22,Schachtstr.,185,39300,Apolda,Saarland
iubi0121,Lukas,Fischer,2002-03-02,Reuterring,122,98464,Freudenstadt,Niedersachsen
iubi0122,Ngong,Klein,1968-04-02,Schmiedtstr.,5,12622,Badibling,Rheinland-Pfalz
iubi0123,Karl,Klein,1975-06-26,Döhnstraße,145,33708,Saarbrücken,Baden-Württemberg
iubi0124,Neba,Tchoumi,1955-11-30,Ruppersbergerweg,137,82721,Schwäbisch Hall,Saarland
iubi0125,Sophie,Mbappe,1990-07-01,Junkgasse,110,64620,Pößneck,Schleswig-Holstein
iubi0126,Atangana,Nkem,1980-09-22,Pölitzweg,16,95834,Garmisch-Partenkirchen,Mecklenburg-Vorpommern
iubi0127,Ewane,Fischer,1999-03-15,Walterring,148,53497,Lemgo,Saarland
iubi0128,Greta,Wagner,1972-12-01,Aumannplatz,58,76856,Göppingen,Thüringen
iubi0129,Ngozi,Nkem,1991-03-09,Dietlinde-Geißler-Weg,81,20157,Eichstätt,Niedersachsen
iubi0130,Ewane,Schmidt,1951-02-22,Viktor-Hörle-Platz,34,84516,Gunzenhausen,Niedersachsen
iubi0131,Clara,Weber,1984-08-17,Zirmeplatz,88,29113,Uelzen,Brandenburg
iubi0132,Atangana,Essomba,1974-01-09,Hildegund-Fischer-Allee,71,38131,Leipziger Land,Hamburg
iubi0133,Sophie,Ngongang,1986-09-24,Mitschkegasse,163,34127,Sonneberg,Bayern
iubi0134,Fonyuy,Fischer,1951-01-30,Kensystr.,170,16413,Melle,Brandenburg
iubi0135,Tabe,Nkem,1950-05-21,Theodoros-Tschentscher-Allee,141,27573,Wismar,Bremen
iubi0136,Ngozi,Becker,1978-05-04,Ottmar-Caspar-Allee,91,68946,Sonneberg,Mecklenburg-Vorpommern
iubi0137,Hans,Weber,2001-04-14,Mareen-Kensy-Platz,107,22649,Nabburg,Hessen
iubi0138,Ngozi,Müller,1950-07-08,Bauergasse,59,20714,Lichtenfels,Niedersachsen
iubi0139,Mbella,Wolf,1954-03-25,Steckelstraße,184,39252,Dresden,Bayern
iubi0140,Greta,Ewane,1996-09-19,Junckallee,91,27780,Wernigerode,Sachsen-Anhalt
iubi0141,Ngozi,Nfor,1970-10-03,Rörrichtallee,6,57667,Pasewalk,Brandenburg
iubi0142,Greta,Oben,1955-07-11,Hedda-Fiebig-Gasse,183,17986,Altötting,Sachsen
iubi0143,Johann,Schmidt,2004-06-13,Marcel-auch Schlauchin-Gasse,160,40020,Mainburg,Mecklenburg-Vorpommern
iubi0144,Nkechi,Fokou,1961-10-31,Buttestraße,148,87002,Staßfurt,Sachsen-Anhalt
iubi0145,Atangana,Becker,1961-04-22,Hartmannstr.,145,83807,Gelnhausen,Sachsen
iubi0146,Lukas,Müller,1981-05-10,Kranzplatz,141,71337,Ansbach,Sachsen-Anhalt
iubi0147,Anna,Oben,1962-12-30,Erhard-Gorlitz-Allee,7,29990,Gunzenhausen,Berlin
iubi0148,Ngozi,Nkem,1959-07-21,Irmingard-Sager-Weg,162,71494,Helmstedt,Schleswig-Holstein
iubi0149,Neba,Tchoumi,1992-04-28,Krausestraße,95,87384,Kamenz,Sachsen
iubi0150,Clara,Hoffmann,1966-04-27,Stiebitzallee,74,43985,München,Niedersachsen
iubi0151,Karl,Hoffmann,1965-03-22,Mudestr.,8,53576,Northeim,Berlin
iubi0152,Tabe,Ngongang,1995-05-26,Cynthia-Carsten-Straße,138,30296,Groß-Gerau,Nordrhein-Westfalen
iubi0153,Nkechi,Fokou,1991-09-20,Alan-Käster-Weg,133,29163,Neuruppin,Bayern
iubi0154,Atangana,Oben,1959-04-04,Meik-Dietz-Ring,23,80981,Wernigerode,Rheinland-Pfalz
iubi0155,Ngong,Fokou,1987-05-30,Seidelallee,109,06379,Luckenwalde,Bremen
iubi0156,Atangana,Klein,1995-05-19,Carlo-Adolph-Weg,114,46608,Göttingen,Brandenburg
iubi0157,Ngong,Wolf,1953-10-07,Schenkstraße,72,57792,Freital,Schleswig-Holstein
iubi0158,Heinrich,Ewane,1962-03-23,Ernststraße,171,10290,Sonneberg,Hamburg
iubi0159,Hans,Nfor,1965-10-31,Albertine-Boucsein-Ring,44,87201,Steinfurt,Brandenburg
iubi0160,Sophie,Schmidt,1982-05-17,Cora-Reinhardt-Allee,158,93296,Stuttgart,Berlin
iubi0161,Atangana,Ewane,1979-05-31,Reza-Ring-Platz,53,08630,Bernburg,Saarland
iubi0162,Ngong,Abang,2001-03-30,Mitschkestraße,4,17971,Magdeburg,Niedersachsen
iubi0163,Johann,Schneider,1952-07-21,Täscheweg,28,32331,Burgdorf,Brandenburg
iubi0164,Greta,Abang,2005-04-10,Aloys-Rohleder-Weg,121,48405,Warendorf,Berlin
iubi0165,Mbella,Schneider,1951-11-13,Rouven-Lachmann-Allee,128,87354,Einbeck,Sachsen
iubi0166,Johann,Fokou,1994-11-02,Engelbert-Binner-Allee,62,32733,Wunsiedel,Sachsen
iubi0167,Ngozi,Mbappe,1990-02-27,Andrei-Koch II-Weg,168,01693,Nördlingen,Saarland
iubi0168,Sophie,Wagner,1972-08-03,Rigo-Scheel-Weg,88,30146,Hettstedt,Brandenburg
iubi0169,Friedrich,Weber,1993-03-11,Pergandeallee,41,75655,Scheinfeld,Rheinland-Pfalz
iubi0170,Anna,Nkem,1971-08-25,Gotthardstraße,60,60360,Melsungen,Hamburg
iubi0171,Nkechi,Nfor,1983-03-05,Ahmad-Spieß-Ring,58,43746,Neu-Ulm,Niedersachsen
iubi0172,Friedrich,Oben,1957-11-14,Jolanta-Margraf-Weg,184,58929,Bruchsal,Niedersachsen
iubi0173,Johann,Klein,1979-05-01,Löfflerweg,30,01854,Düren,Mecklenburg-Vorpommern
iubi0174,Ngong,Ewane,1957-08-01,Hartmuth-Meyer-Straße,111,76822,Angermünde,Schleswig-Holstein
iubi0175,Fonyuy,Fokou,1952-09-08,Hans-Albert-Briemer-Allee,146,77137,Gotha,Rheinland-Pfalz
iubi0176,Atangana,Müller,1970-02-06,Rosa-Maria-Winkler-Straße,164,14754,Borken,Bremen
iubi0177,Clara,Wolf,1993-04-08,Geiselring,116,27501,Saarbrücken,Mecklenburg-Vorpommern
iubi0178,Heinrich,Hoffmann,1975-03-10,Lilija-Weimer-Allee,6,74495,Sankt Goarshausen,Bremen
iubi0179,Greta,Hoffmann,1976-10-13,Manja-Lorch-Ring,13,93894,Fürstenfeldbruck,Mecklenburg-Vorpommern
iubi0180,Ekane,Abang,1951-05-14,Rädelstr.,24,39454,Schweinfurt,Nordrhein-Westfalen
iubi0181,Lukas,Fischer,1951-07-01,Kata-Kobelt-Gasse,105,69397,Siegen,Berlin
iubi0182,Nkechi,Schmidt,1979-02-16,Fritz-Gutknecht-Gasse,169,52689,Sebnitz,Hamburg
iubi0183,Ngong,Essomba,1957-01-29,Stolzeplatz,131,31751,Wittenberg,Berlin
iubi0184,Ekane,Weber,2003-05-02,Marika-Pechel-Ring,200,65440,Aurich,Hessen
iubi0185,Ngozi,Hoffmann,1985-05-01,Jacobstraße,28,57201,Neustadtner Waldnaab,Sachsen
iubi0186,Friedrich,Hoffmann,1972-08-27,Daniela-Staude-Ring,86,02378,Eisenhüttenstadt,Schleswig-Holstein
iubi0187,Ngong,Weber,1950-10-09,Dippelweg,164,32939,Crailsheim,Thüringen
iubi0188,Johann,Becker,1956-10-30,Dörschnergasse,165,46411,Einbeck,Bayern
iubi0189,Sophie,Schneider,1973-06-11,Yilmaz-Patberg-Allee,132,96385,Borna,Baden-Württemberg
iubi0190,Fonyuy,Weber,1953-12-29,Reinhardtallee,30,02994,Bamberg,Hessen
iubi0191,Atangana,Abang,2004-06-03,Zimmerallee,198,27781,Anklam,Niedersachsen
iubi0192,Friedrich,Mbappe,1995-03-23,Gerdi-Walter-Gasse,151,24685,Soest,Brandenburg
iubi0193,Ngong,Nkem,1983-07-03,Nadeshda-Freudenberger-Straße,148,97579,Finsterwalde,Berlin
iubi0194,Johann,Ewane,1972-12-08,Silke-Etzold-Platz,35,00127,Döbeln,Berlin
iubi0195,Tabe,Tchoumi,1986-04-01,Peukertstr.,199,21586,Wolfach,Bremen
iubi0196,Ekane,Wagner,1995-01-27,Fiebigplatz,139,36694,Gardelegen,Saarland
iubi0197,Neba,Weber,1970-05-23,Säuberlichstraße,142,44534,Tirschenreuth,Berlin
iubi0198,Friedrich,Nfor,1962-03-28,Lara-Christoph-Weg,83,50957,Sankt Goarshausen,Thüringen
iubi0199,Johann,Ewane,1960-06-11,Ingelore-Eckbauer-Weg,23,55611,Neuss,Rheinland-Pfalz
iubi0200,Friedrich,Wagner,1950-02-26,Keudelring,125,14997,Pirmasens,Bayern
iubi0201,Mbella,Hoffmann,1996-03-01,Greta-Atzler-Gasse,170,75459,Waren,Schleswig-Holstein
iubi0202,Heinrich,Wagner,1984-12-11,Julian-Jüttner-Gasse,135,71036,Gunzenhausen,Mecklenburg-Vorpommern
iubi0203,Sophie,Essomba,2000-09-04,Vincent-Schönland-Ring,94,40709,Mellrichstadt,Schleswig-Holstein
iubi0204,Fonyuy,Abang,1961-09-01,Freddy-Spieß-Ring,9,13014,Ilmenau,Berlin
iubi0205,Friedrich,Schneider,1965-07-04,Ackermanngasse,5,95589,Burglengenfeld,Nordrhein-Westfalen
iubi0206,Mbella,Abang,2002-12-29,Aziz-Hartmann-Ring,48,97479,Roth,Nordrhein-Westfalen
iubi0207,Neba,Schmidt,1990-05-28,Hofmannallee,31,87334,Fürstenfeldbruck,Sachsen
iubi0208,Lukas,Fischer,2003-10-08,Nikolaus-Hamann-Ring,16,59068,Bad Kreuznach,Mecklenburg-Vorpommern
iubi0209,Karl,Essomba,1989-04-13,Buchholzstraße,61,71727,Euskirchen,Bayern
iubi0210,Clara,Wolf,1994-07-28,Tschentscherplatz,42,33079,Fürstenfeldbruck,Sachsen
iubi0211,Hans,Wolf,1972-12-30,Haaseweg,12,93798,Wolfratshausen,Sachsen
iubi0212,Ngozi,Hoffmann,1982-04-10,Wendeallee,147,34895,Luckau,Bremen
iubi0213,Sophie,Ngongang,1983-07-07,Scheibeallee,38,03651,Rudolstadt,Rheinland-Pfalz
iubi0214,Ngong,Mbappe,1964-08-04,Adolf-Ehlert-Gasse,144,54696,Neustadtner Waldnaab,Baden-Württemberg
iubi0215,Anna,Wolf,1973-09-23,Hellwigweg,112,93135,Oranienburg,Rheinland-Pfalz
iubi0216,Ngozi,Oben,1986-10-02,Christos-Drewes-Weg,19,15254,Teterow,Berlin
iubi0217,Clara,Hoffmann,1957-10-10,Dussen vanallee,196,91605,Lübeck,Bayern
iubi0218,Lukas,Mbappe,1994-02-01,Riehlweg,161,68935,Konstanz,Sachsen
iubi0219,Mbella,Fokou,1987-01-27,Gitta-Steinberg-Gasse,157,92601,Brand,Baden-Württemberg
iubi0220,Heinrich,Nkem,1951-05-29,Eleonora-Kade-Gasse,182,64113,Kemnath,Hessen
iubi0221,Lukas,Ewane,1968-05-17,Beckerplatz,170,32469,Scheinfeld,Schleswig-Holstein
iubi0222,Neba,Ewane,1966-12-07,Reimund-Dowerg-Straße,109,58979,Hofgeismar,Bayern
iubi0223,Sophie,Ewane,1973-07-12,Lothar-van der Dussen-Platz,9,39326,Bergzabern,Berlin
iubi0224,Greta,Schmidt,1977-06-24,Cichoriusgasse,54,83173,Borken,Saarland
iubi0225,Atangana,Abang,1983-04-21,Stumpfplatz,17,97391,Hainichen,Rheinland-Pfalz
iubi0226,Ngong,Nfor,1951-05-29,Priska-Karge-Allee,60,78613,Hechingen,Nordrhein-Westfalen
iubi0227,Anna,Nkem,1984-10-19,Noackgasse,18,47716,Darmstadt,Berlin
iubi0228,Ewane,Nkem,1998-02-11,Wernerallee,29,25499,Eisenach,Bremen
iubi0229,Hans,Hoffmann,1996-06-03,Hörleweg,108,95511,Bremervörde,Thüringen
iubi0230,Fonyuy,Tchoumi,1999-10-28,Janina-Drewes-Gasse,74,31012,Gransee,Brandenburg
iubi0231,Ngong,Mbappe,1956-10-21,Aumannweg,187,10758,Gelnhausen,Nordrhein-Westfalen
iubi0232,Johann,Müller,1995-06-28,Johan-Rogge-Weg,21,88163,Merseburg,Thüringen
iubi0233,Ewane,Wolf,1990-09-22,Ayse-Albers-Allee,84,40228,Vechta,Niedersachsen
iubi0234,Anna,Müller,1959-02-23,Nergergasse,171,71499,Kyritz,Saarland
iubi0235,Ngozi,Wolf,1995-11-07,Sigmund-Säuberlich-Straße,7,63786,Wolgast,Berlin
iubi0236,Ewane,Nkem,1992-10-14,Kruschwitzweg,183,46222,Wittmund,Sachsen-Anhalt
iubi0237,Sophie,Klein,1997-02-19,Wagenknechtallee,78,78954,Dieburg,Niedersachsen
iubi0238,Friedrich,Oben,1971-06-07,Christl-Losekann-Allee,197,94743,Lemgo,Baden-Württemberg
iubi0239,Sophie,Fischer,1970-08-13,Krebsallee,66,36380,Wolfach,Mecklenburg-Vorpommern
iubi0240,Greta,Mbappe,1997-01-10,Hanife-Jüttner-Weg,59,37056,Lübz,Mecklenburg-Vorpommern
iubi0241,Fonyuy,Abang,1974-06-28,Gerda-Trub-Ring,149,57575,Ueckermünde,Hamburg
iubi0242,Mbella,Schneider,1956-12-23,Dehmelstraße,9,77225,Koblenz,Thüringen
iubi0243,Ngong,Ewane,1956-09-14,Karl-Ernst-Hertrampf-Allee,114,05623,Grimma,Schleswig-Holstein
iubi0244,Johann,Ewane,1952-04-08,Ayse-Dörschner-Gasse,4,22693,Vilsbiburg,Sachsen
iubi0245,Anna,Müller,1985-07-30,Hans Jörg-Hauffer-Ring,104,86724,Erding,Bremen
iubi0246,Fonyuy,Nfor,1950-10-02,Traugott-Ruppert-Allee,19,61766,Sebnitz,Schleswig-Holstein
iubi0247,Ngong,Abang,1987-04-15,Scheuermannweg,50,06494,Ravensburg,Sachsen-Anhalt
iubi0248,Anna,Mbappe,2000-02-17,Reichmannstr.,166,47789,Starnberg,Berlin
iubi0249,Ekane,Wagner,2000-11-11,Ernest-Eigenwillig-Allee,135,23955,Iserlohn,Saarland
iubi0250,Ngong,Nfor,1969-08-19,Roskothstraße,162,75903,Crailsheim,Brandenburg
iubi0251,Johann,Becker,1992-06-10,Theda-Spieß-Allee,59,57425,Regen,Bremen
iubi0252,Ewane,Nfor,1983-12-16,Andrzej-Mies-Platz,104,29429,Siegen,Saarland
iubi0253,Lukas,Müller,2002-05-20,Claus-Dobes-Gasse,43,16260,Weißwasser,Berlin
iubi0254,Tabe,Becker,2005-03-19,Mark-Kranz-Ring,94,21900,Gadebusch,Bremen
iubi0255,Ewane,Ewane,1994-08-09,Benthinstr.,81,90685,Werdau,Sachsen-Anhalt
iubi0256,Hans,Wolf,2003-02-24,Flantzallee,40,51552,Strasburg,Nordrhein-Westfalen
iubi0257,Ekane,Ewane,1972-10-16,Eugenie-Hoffmann-Ring,96,52765,Ilmenau,Niedersachsen
