customer_id,first_name,last_name,birth_date,street_name,house_number,zip_code,city,state
iubi0031,Neba,Hoffmann,1965-12-31,Zenta-Gierschner-Straße,176,25634,Viersen,Brandenburg
iubi0032,Ngong,Schmidt,1975-12-03,Natali-Möchlichen-Platz,59,75433,Steinfurt,Hessen
iubi0033,Karl,Nfor,1977-01-01,Holstenallee,103,45868,Augsburg,Brandenburg
iubi0034,Sophie,Schneider,1967-08-31,Concetta-Hettner-Gasse,55,96556,Kusel,Hessen
iubi0035,Atangana,Nfor,1967-03-23,Ines-Mälzer-Gasse,55,56159,Sternberg,Brandenburg
iubi0036,Fonyuy,Ewane,1998-11-13,Patbergring,165,56482,Lüdinghausen,Sachsen
iubi0037,Tabe,Weber,1995-12-24,Elisabeth-Roskoth-Ring,68,80443,Rosenheim,Rheinland-Pfalz
iubi0038,Lukas,Hoffmann,1981-07-13,Margrafweg,191,87214,Bremervörde,Mecklenburg-Vorpommern
iubi0039,Neba,Nkem,1995-09-03,Heckerallee,68,20037,Miesbach,Sachsen-Anhalt
iubi0040,Atangana,Ngongang,1992-09-28,Irmela-Textor-Straße,150,63201,Füssen,Hamburg
iubi0041,Ekane,Mbappe,2004-08-10,Binnerstr.,57,17278,Wunsiedel,Schleswig-Holstein
iubi0042,Lukas,Essomba,1991-07-31,Roggestraße,127,77434,Schwäbisch Hall,Mecklenburg-Vorpommern
iubi0043,Johann,Schmidt,1968-07-29,Buchholzweg,29,34558,Dessau,Bremen
iubi0044,Lukas,Wagner,1965-08-17,Täscheplatz,175,16658,Lübeck,Bayern
iubi0045,Nkechi,Abang,1963-12-18,Krebsallee,17,96705,Worbis,Sachsen
iubi0046,Ekane,Ewane,1978-05-27,Zoran-Hartmann-Ring,153,70656,Mühlhausen,Bremen
iubi0047,Tabe,Essomba,1992-03-26,Senta-Kreusel-Weg,65,16272,Griesbach Rottal,Sachsen
iubi0048,Neba,Müller,1972-03-01,Uli-Junken-Ring,175,46417,Wolgast,Bayern
iubi0049,Greta,Nkem,1973-09-14,Gabi-Bohnbach-Allee,193,03309,Gerolzhofen,Bremen
iubi0050,Sophie,Nfor,1982-02-11,Carmela-Harloff-Straße,29,52991,Heinsberg,Brandenburg
iubi0051,Clara,Ngongang,1989-04-08,Suse-Jockel-Weg,41,63193,Uffenheim,Nordrhein-Westfalen
iubi0052,Tabe,Müller,1996-06-14,Louise-Rosemann-Gasse,185,86518,Anklam,Sachsen-Anhalt
iubi0053,Sophie,Essomba,2005-11-06,Döringstraße,196,72628,Schwandorf,Thüringen
iubi0054,Anna,Essomba,1981-07-10,Wagenknechtstr.,28,53147,Wolmirstedt,Schleswig-Holstein
iubi0055,Clara,Essomba,1988-08-31,Kallertgasse,156,52735,Hünfeld,Niedersachsen
iubi0056,Friedrich,Weber,1990-06-16,Röhrichtgasse,96,13678,Tübingen,Thüringen
iubi0057,Anna,Nkem,1993-11-04,Meisterallee,200,14363,Sternberg,Saarland
iubi0058,Ewane,Müller,1982-02-03,Löfflerweg,154,57444,Coburg,Hessen
iubi0059,Ngong,Fokou,1971-05-12,Josefine-Reising-Allee,5,33749,Burgdorf,Hessen
iubi0060,Greta,Mbappe,1970-01-18,Oswin-Gieß-Ring,79,82400,Vechta,Bremen
iubi0061,Heinrich,Schmidt,1993-04-18,Dobesallee,62,94777,Erbisdorf,Bayern
iubi0062,Atangana,Schneider,1967-01-26,Drewesallee,22,67190,Dresden,Nordrhein-Westfalen
iubi0063,Fonyuy,Schneider,1955-09-08,Ernest-Roht-Straße,195,86774,Havelberg,Bayern
iubi0064,Neba,Weber,1991-05-17,Trudel-Wiek-Platz,33,41232,Ebermannstadt,Baden-Württemberg
iubi0065,Fonyuy,Nkem,1977-09-08,Strohstr.,43,40344,Bernburg,Mecklenburg-Vorpommern
iubi0066,Sophie,Essomba,1967-11-22,Silvio-Drewes-Weg,156,24210,Hechingen,Nordrhein-Westfalen
iubi0067,Nkechi,Becker,1979-10-10,Waldemar-Stroh-Ring,139,48877,Sankt Goarshausen,Bayern
iubi0068,Friedrich,Wolf,1979-04-16,Schleichring,103,13990,Roding,Bayern
iubi0069,Mbella,Tchoumi,2001-10-26,Wenzel-Pohl-Allee,133,42967,München,Saarland
iubi0070,Tabe,Fischer,1977-09-04,Jungferweg,64,25674,Zeulenroda,Bayern
iubi0071,Heinrich,Schneider,1980-11-02,Magnus-Herrmann-Ring,87,68087,Bamberg,Hessen
iubi0072,Hans,Oben,1985-03-02,Scholtzallee,142,70348,Hagenow,Schleswig-Holstein
iubi0073,Heinrich,Oben,1997-05-28,Eberhardtgasse,57,24808,Bremervörde,Mecklenburg-Vorpommern
iubi0074,Hans,Schneider,1957-08-11,Drubinweg,182,74846,Nabburg,Mecklenburg-Vorpommern
iubi0075,Karl,Hoffmann,1980-12-21,Ramon-Grein Groth-Weg,18,14658,Ahaus,Nordrhein-Westfalen
iubi0076,Karl,Nfor,1999-04-19,Schaafstr.,19,27875,Querfurt,Sachsen
iubi0077,Ewane,Hoffmann,1980-11-15,Grafweg,72,96360,Wolfenbüttel,Thüringen
iubi0078,Fonyuy,Becker,1997-11-17,Krauseweg,139,70289,Burgdorf,Schleswig-Holstein
iubi0079,Lukas,Oben,1956-09-03,Austermühleweg,148,62174,Schwäbisch Gmünd,Sachsen
iubi0080,Fonyuy,Hoffmann,1994-02-09,Mona-Jüttner-Allee,122,57809,Gera,Nordrhein-Westfalen
iubi0081,Nkechi,Becker,1965-05-15,Swen-Dippel-Allee,25,72400,Bautzen,Nordrhein-Westfalen
iubi0082,Greta,Ngongang,1974-04-13,Losekannplatz,91,86922,Bitterfeld,Sachsen
iubi0083,Nkechi,Ngongang,1992-01-22,Alena-Säuberlich-Platz,120,74740,Hagenow,Hamburg
iubi0084,Karl,Fischer,1954-11-30,Kaulstr.,16,64743,Neuruppin,Brandenburg
iubi0085,Ekane,Nfor,1966-01-11,Rudolphring,28,40640,Schlüchtern,Thüringen
iubi0086,Heinrich,Becker,1969-05-13,Edit-Kitzmann-Platz,49,94210,Meiningen,Bayern
iubi0087,Neba,Tchoumi,1989-04-30,Wagenknechtplatz,36,45623,Plauen,Saarland
iubi0088,Nkechi,Wagner,1986-01-05,Gehringerring,72,45171,Wunsiedel,Mecklenburg-Vorpommern
iubi0089,Tabe,Hoffmann,1995-11-30,Rohtring,20,60481,Kelheim,Niedersachsen
iubi0090,Tabe,Nkem,1989-09-01,Schweitzerring,26,37098,Schongau,Mecklenburg-Vorpommern
iubi0091,Karl,Nkem,1993-12-17,Evi-Mitschke-Allee,4,61200,Niesky,Brandenburg
iubi0092,Johann,Hoffmann,1956-07-02,Reni-Renner-Platz,43,75869,Lübeck,Brandenburg
iubi0093,Nkechi,Fokou,1983-03-10,Holtgasse,124,37735,Torgau,Saarland
iubi0094,Friedrich,Ewane,1986-12-09,Bolanderstraße,16,31713,Badibling,Rheinland-Pfalz
iubi0095,Anna,Ewane,1966-06-18,Lilly-Rosemann-Platz,1,83933,Donaueschingen,Baden-Württemberg
iubi0096,Ekane,Klein,1968-10-03,Folkert-Reuter-Ring,117,10205,Rudolstadt,Rheinland-Pfalz
iubi0097,Clara,Ngongang,1950-12-18,Josip-Birnbaum-Platz,179,81177,Oschatz,Brandenburg
iubi0098,Neba,Fokou,1980-08-24,Traudel-Schmiedecke-Gasse,40,70076,Torgau,Brandenburg
iubi0099,Friedrich,Wolf,1983-04-02,Briemergasse,56,92124,Kronach,Nordrhein-Westfalen
iubi0100,Karl,Oben,1980-10-06,Dippelallee,189,83673,Höxter,Schleswig-Holstein
iubi0101,Neba,Schmidt,1977-01-08,Vollbrechtgasse,192,65452,Bergzabern,Berlin
iubi0102,Ngong,Schmidt,1955-09-12,Steve-Dietz-Allee,13,28098,Stuttgart,Brandenburg
iubi0103,Atangana,Fokou,1977-11-04,Stadelmannallee,129,04945,Roding,Hessen
iubi0104,Ewane,Wagner,1960-06-01,Haufferallee,15,58514,Mainburg,Baden-Württemberg
iubi0105,Ewane,Schneider,1991-05-01,Baumplatz,48,45502,Rehau,Sachsen
iubi0106,Johann,Abang,1954-08-16,Jolanda-Schulz-Gasse,18,83667,Ebermannstadt,Saarland
iubi0107,Heinrich,Ewane,1971-02-04,Wulfstr.,31,02290,Guben,Schleswig-Holstein
iubi0108,Atangana,Hoffmann,1994-12-07,Neureutherstr.,149,64381,Malchin,Brandenburg
iubi0109,Ngozi,Schmidt,1969-03-01,Putzweg,159,03690,Forchheim,Nordrhein-Westfalen
iubi0110,Johann,Ngongang,1964-04-06,Korinna-Hermighausen-Ring,169,10762,Konstanz,Mecklenburg-Vorpommern
iubi0111,Atangana,Oben,1983-12-07,Boucseinstraße,134,60715,Rochlitz,Sachsen
iubi0112,Ngong,Klein,1998-03-03,Hoffmanngasse,53,05297,Brandenburg,Sachsen-Anhalt
iubi0113,Ngong,Hoffmann,1957-02-03,Sören-Schacht-Straße,68,64535,Bischofswerda,Brandenburg
iubi0114,Ekane,Weber,1985-12-30,Selma-Wulf-Ring,172,23124,Einbeck,Bremen
iubi0115,Clara,Tchoumi,2001-08-15,Hans D.-Wirth-Allee,81,79979,Sebnitz,Rheinland-Pfalz
iubi0116,Johann,Müller,1960-02-29,Börnerstraße,118,44905,Heiligenstadt,Schleswig-Holstein
iubi0117,Ngozi,Oben,1980-08-22,Björn-Koch-Ring,26,19986,Rostock,Bayern
iubi0118,Johann,Nkem,1980-06-29,Mario-Schleich-Straße,55,07151,Bad Kreuznach,Mecklenburg-Vorpommern
iubi0119,Ewane,Klein,1998-01-16,Mangoldstr.,34,55466,Sömmerda,Bayern
iubi0120,Mbella,Schneider,2003-08-06,Bolzmannring,63,86449,Holzminden,Berlin
iubi0121,Mbella,Wolf,1989-07-18,Simona-Killer-Ring,41,29148,Sonneberg,Rheinland-Pfalz
iubi0122,Tabe,Nkem,2005-03-23,Grete-Tintzmann-Allee,181,68505,Eisleben,Hessen
iubi0123,Clara,Abang,1973-02-21,Gröttnerplatz,168,21418,Stendal,Rheinland-Pfalz
iubi0124,Ewane,Müller,2002-01-13,Donata-Kohl-Platz,171,29270,Kassel,Mecklenburg-Vorpommern
iubi0125,Neba,Wolf,1980-02-12,Wellerweg,170,38347,Kelheim,Schleswig-Holstein
iubi0126,Greta,Weber,1981-04-22,Wulffstraße,68,23924,Sondershausen,Thüringen
iubi0127,Greta,Fischer,1975-02-24,Ingelore-Plath-Gasse,191,12478,Marktheidenfeld,Berlin
iubi0128,Neba,Weber,1964-12-30,Keudelgasse,70,06853,Bogen,Saarland
iubi0129,Clara,Abang,1965-03-02,Marcel-Dippel-Allee,54,22047,Zerbst,Thüringen
iubi0130,Ngong,Becker,1980-06-01,Selma-Budig-Gasse,176,32898,Calau,Nordrhein-Westfalen
iubi0131,Sophie,Essomba,1966-01-22,Eberhardtgasse,126,69711,Sankt Goar,Baden-Württemberg
iubi0132,Sophie,Schmidt,1992-11-22,Irmela-Fechner-Ring,24,09539,Erding,Berlin
iubi0133,Nkechi,Klein,1985-07-06,Börnerstr.,12,67065,Wolfratshausen,Baden-Württemberg
iubi0134,Hans,Nfor,1974-03-10,Muharrem-Hendriks-Allee,198,95205,Sonneberg,Hamburg
iubi0135,Lukas,Klein,2002-11-28,Textorstraße,42,21704,Bad Liebenwerda,Hessen
iubi0136,Tabe,Nkem,1952-09-27,Jesselstr.,181,87403,Jüterbog,Bayern
iubi0137,Nkechi,Nkem,1994-07-06,Heydrichgasse,3,66765,Nordhausen,Thüringen
iubi0138,Greta,Schneider,1974-11-20,Carstenweg,177,16928,Hettstedt,Brandenburg
iubi0139,Lukas,Nkem,1955-05-04,Speerring,10,79627,Mellrichstadt,Bayern
iubi0140,Mbella,Oben,1999-05-08,Schmiedeckestraße,142,01658,Aurich,Bremen
iubi0141,Lukas,Ngongang,1991-03-27,Beerplatz,33,35569,Schleiz,Bremen
iubi0142,Karl,Wolf,1996-02-06,Koch IIring,94,19285,Helmstedt,Niedersachsen
iubi0143,Karl,Mbappe,1966-11-16,Andres-Wähner-Platz,54,86814,Vilsbiburg,Schleswig-Holstein
iubi0144,Heinrich,Fischer,1964-06-28,Täschestraße,91,12172,Brand,Rheinland-Pfalz
iubi0145,Neba,Ngongang,1995-05-03,Tröstgasse,159,42258,Cottbus,Hessen
iubi0146,Lukas,Hoffmann,2003-10-15,Hugo-Zobel-Straße,42,58957,Schrobenhausen,Berlin
iubi0147,Anna,Ngongang,1954-05-13,Kruschwitzweg,7,86691,Hersbruck,Berlin
iubi0148,Anna,Nfor,1980-07-05,Stiffelstr.,106,28922,Nürtingen,Bayern
iubi0149,Heinrich,Klein,1958-05-04,Leander-Gehringer-Platz,41,35841,Fallingbostel,Niedersachsen
iubi0150,Greta,Ewane,1958-05-29,Schmiedeckestr.,10,82992,Steinfurt,Rheinland-Pfalz
iubi0151,Fonyuy,Hoffmann,1988-03-29,Marieluise-Baum-Gasse,52,94396,Nordhausen,Nordrhein-Westfalen
iubi0152,Tabe,Mbappe,1993-07-27,Netteplatz,79,47102,Lübeck,Thüringen
iubi0153,Heinrich,Hoffmann,1981-06-29,Milos-auch Schlauchin-Platz,7,55625,Herzberg,Mecklenburg-Vorpommern
iubi0154,Friedrich,Ewane,1981-08-19,Jozef-Mende-Platz,85,10469,Grafenau,Hamburg
iubi0155,Sophie,Schneider,2005-03-31,Rustweg,198,32787,Hechingen,Thüringen
iubi0156,Sophie,Mbappe,1951-06-20,Traude-Kreusel-Weg,165,33950,Günzburg,Thüringen
iubi0157,Ewane,Ewane,1990-07-20,Hörlestr.,174,16245,Kehl,Bayern
iubi0158,Neba,Nfor,1977-02-23,Catrin-Rörricht-Platz,8,84168,Zschopau,Niedersachsen
iubi0159,Greta,Klein,1992-04-19,Filippo-Dietz-Straße,46,58523,Nördlingen,Bayern
iubi0160,Atangana,Klein,1952-12-21,Fred-Trüb-Ring,10,87298,Hofgeismar,Rheinland-Pfalz
iubi0161,Greta,Abang,1960-12-12,Schmiedtweg,112,95888,Waldmünchen,Nordrhein-Westfalen
iubi0162,Mbella,Nfor,1982-03-16,Paul-Kabus-Allee,112,69409,Grimmen,Mecklenburg-Vorpommern
iubi0163,Ngozi,Essomba,1998-12-24,Corina-Naser-Platz,30,23091,Arnstadt,Schleswig-Holstein
iubi0164,Ekane,Oben,1971-03-27,Flantzstraße,49,68970,Paderborn,Hessen
iubi0165,Sophie,Schmidt,1988-01-21,Spießstraße,182,52785,Säckingen,Niedersachsen
iubi0166,Nkechi,Müller,1991-05-28,Gröttnerplatz,134,84344,Tübingen,Thüringen
iubi0167,Neba,Becker,1971-06-19,Keudelstr.,94,41986,Ilmenau,Bremen
iubi0168,Nkechi,Schneider,1969-08-27,Kenneth-Trüb-Gasse,171,74733,Regen,Niedersachsen
iubi0169,Ngong,Abang,1959-03-25,Elisabeth-Weihmann-Weg,81,30833,Burgdorf,Sachsen-Anhalt
iubi0170,Greta,Wolf,1972-05-13,Ditschlerinweg,130,08267,Stadtsteinach,Hessen
iubi0171,Clara,Ngongang,2001-04-30,Jungferring,84,19380,Lübz,Hamburg
iubi0172,Ekane,Wolf,1952-05-12,Zirmestraße,142,40049,Hoyerswerda,Nordrhein-Westfalen
iubi0173,Lukas,Becker,1980-10-21,Eimerallee,108,43152,Stade,Niedersachsen
iubi0174,Ekane,Wagner,1998-10-15,Alex-Walter-Ring,158,93296,Osterburg,Rheinland-Pfalz
iubi0175,Atangana,Wolf,1955-10-16,Staudegasse,104,27530,Kulmbach,Mecklenburg-Vorpommern
iubi0176,Neba,Müller,1980-04-15,Jüttnerring,78,45301,Hechingen,Hamburg
iubi0177,Clara,Becker,1977-06-23,Stumpfgasse,111,59332,Döbeln,Schleswig-Holstein
iubi0178,Atangana,Abang,2000-10-09,Liebeltweg,168,83391,Pegnitz,Saarland
iubi0179,Ngong,Tchoumi,1955-03-16,Burkhard-Rogge-Weg,114,98225,Chemnitz,Hessen
iubi0180,Tabe,Becker,1998-09-04,Conradistr.,131,07286,Regensburg,Bayern
iubi0181,Fonyuy,Wagner,1987-11-30,Steinbergallee,169,06403,Bad Mergentheim,Sachsen-Anhalt
iubi0182,Johann,Wolf,1973-05-02,Aysel-Bonbach-Gasse,132,04622,Kleve,Sachsen
iubi0183,Ngozi,Nfor,1980-05-30,Kohlgasse,24,51286,Wesel,Mecklenburg-Vorpommern
iubi0184,Heinrich,Wolf,1950-02-15,Kornelius-Mitschke-Allee,58,86337,Düren,Niedersachsen
iubi0185,Friedrich,Weber,1962-09-18,Anton-Speer-Straße,7,33119,Mellrichstadt,Bayern
iubi0186,Karl,Hoffmann,1966-07-17,Roman-Mangold-Platz,122,02843,Roding,Rheinland-Pfalz
iubi0187,Ngozi,Schneider,1966-01-04,Fechnerweg,117,64408,Schwäbisch Hall,Sachsen-Anhalt
iubi0188,Nkechi,Oben,1987-09-18,Biggenring,50,85662,Klötze,Hamburg
iubi0189,Ekane,Fokou,2001-03-24,Hendriksallee,103,42708,Lübz,Bremen
iubi0190,Heinrich,Weber,1976-04-27,Jens-Haase-Ring,168,75183,Großenhain,Sachsen
iubi0191,Hans,Fischer,1995-09-25,Patricia-Briemer-Platz,200,73540,Erkelenz,Brandenburg
iubi0192,Nkechi,Hoffmann,2000-09-17,Henkweg,46,63854,Mühldorf am Inn,Saarland
iubi0193,Ewane,Tchoumi,1970-11-16,Klingelhöferstr.,13,71753,Helmstedt,Sachsen-Anhalt
iubi0194,Neba,Hoffmann,1952-12-31,Jolanta-Fiebig-Gasse,32,89964,Fallingbostel,Rheinland-Pfalz
iubi0195,Tabe,Weber,1965-07-17,Roskothallee,119,78547,Mittweida,Hamburg
iubi0196,Ewane,Nkem,1999-10-03,Geislerplatz,153,28080,Strausberg,Bayern
iubi0197,Ngong,Tchoumi,2001-11-25,Samuel-Etzler-Allee,157,12038,Kleve,Bayern
iubi0198,Ewane,Ngongang,1991-12-07,Sorgatzstraße,141,08860,Peine,Niedersachsen
iubi0199,Tabe,Wagner,1986-05-06,Bachmannstr.,191,21182,Euskirchen,Niedersachsen
iubi0200,Fonyuy,Tchoumi,2005-05-13,Hethurallee,67,15679,Uffenheim,Mecklenburg-Vorpommern
iubi0201,Heinrich,Klein,1970-04-20,Georgia-Seip-Gasse,197,66687,Soest,Baden-Württemberg
iubi0202,Ewane,Fokou,1997-09-19,Darko-Ortmann-Straße,161,91803,Ueckermünde,Thüringen
iubi0203,Heinrich,Klein,1968-05-03,Stefanie-Bruder-Allee,113,89025,Freising,Bremen
iubi0204,Johann,Wolf,2001-01-29,Buchholzring,61,93968,Kulmbach,Bremen
iubi0205,Sophie,Nfor,2003-09-06,Alida-Weinhage-Ring,82,16315,Hofgeismar,Baden-Württemberg
iubi0206,Neba,Schneider,1993-01-15,Ziegertstraße,36,35866,Tecklenburg,Sachsen
iubi0207,Lukas,Hoffmann,1955-09-20,Hentschelweg,99,14262,Hersbruck,Saarland
iubi0208,Lukas,Becker,1957-02-20,Adem-Jäntsch-Straße,17,41212,Melsungen,Sachsen-Anhalt
iubi0209,Nkechi,Ngongang,1956-12-01,Dietrich-Klapp-Weg,85,99560,Lübben,Sachsen
iubi0210,Neba,Tchoumi,2002-11-29,Isabelle-Römer-Platz,107,62244,Niesky,Bremen
iubi0211,Karl,Becker,1954-03-12,Sylvio-Hofmann-Straße,108,71543,Sangerhausen,Hessen
iubi0212,Ekane,Oben,1981-01-17,Franz-Josef-Jähn-Gasse,179,59657,Malchin,Bremen
iubi0213,Hans,Oben,1970-05-02,Schleichweg,98,75265,Wittenberg,Thüringen
iubi0214,Fonyuy,Müller,1989-01-28,Massimo-Kohl-Ring,91,51939,Teterow,Baden-Württemberg
iubi0215,Clara,Ewane,1999-05-17,Trommlerplatz,108,41672,Gießen,Niedersachsen
iubi0216,Neba,Nkem,1994-09-17,Insa-Löchel-Straße,155,79796,Prenzlau,Bayern
iubi0217,Heinrich,Fokou,2003-09-12,Tintzmannallee,57,13529,Regensburg,Sachsen
iubi0218,Sophie,Ngongang,2001-02-09,Losekanngasse,125,14388,Mellrichstadt,Saarland
iubi0219,Hans,Ewane,1976-07-03,Wirthweg,87,50714,Borna,Brandenburg
iubi0220,Ekane,Wagner,1999-07-29,Nicolai-Jockel-Ring,120,38757,Mayen,Schleswig-Holstein
iubi0221,Lukas,Abang,1971-08-04,Kunibert-Beyer-Allee,137,05123,Querfurt,Hamburg
iubi0222,Hans,Ewane,1972-05-30,Misicherplatz,152,22660,Meppen,Sachsen-Anhalt
iubi0223,Atangana,Müller,1976-05-07,Ildiko-Hamann-Platz,22,19182,Hildesheim,Hessen
iubi0224,Nkechi,Weber,1981-01-09,Jonas-Steckel-Straße,119,96969,Iserlohn,Saarland
iubi0225,Anna,Schmidt,1981-01-17,Margarete-Steinberg-Allee,67,99125,Gerolzhofen,Nordrhein-Westfalen
iubi0226,Ekane,Nfor,1957-11-05,Peter-Täsche-Platz,55,69296,Erding,Thüringen
iubi0227,Tabe,Nfor,1993-02-18,Blanka-Geisel-Straße,87,22579,Kaiserslautern,Baden-Württemberg
iubi0228,Ekane,Klein,1982-11-13,Hans-Martin-Kraus-Weg,193,67677,Borken,Baden-Württemberg
iubi0229,Nkechi,Klein,2004-01-18,Klaus-Günter-Beckmann-Ring,21,84279,Quedlinburg,Brandenburg
iubi0230,Fonyuy,Müller,1988-11-10,Juan-Wohlgemut-Weg,192,80783,Burglengenfeld,Mecklenburg-Vorpommern
iubi0231,Neba,Schmidt,1970-02-23,Tomasz-Hesse-Ring,90,71339,Wanzleben,Sachsen-Anhalt
iubi0232,Heinrich,Schneider,1961-03-08,Liliana-Haering-Platz,200,95849,Hildburghausen,Nordrhein-Westfalen
iubi0233,Karl,Müller,1969-07-30,Pieperweg,64,26042,Grafenau,Bremen
iubi0234,Friedrich,Müller,1998-04-19,Hentschelallee,160,72946,Merseburg,Berlin
iubi0235,Lukas,Hoffmann,1993-01-02,Ron-Pieper-Allee,33,57759,Wismar,Berlin
iubi0236,Fonyuy,Fischer,1999-08-18,Schusterweg,145,18636,Norden,Niedersachsen
iubi0237,Friedrich,Tchoumi,1971-11-10,Kallertstr.,180,97500,Schwäbisch Hall,Schleswig-Holstein
iubi0238,Sophie,Mbappe,1950-12-30,Susi-Franke-Straße,43,06324,Gunzenhausen,Berlin
iubi0239,Ngozi,Abang,1994-06-07,Hermanngasse,192,20643,Starnberg,Berlin
iubi0240,Greta,Wagner,1997-10-10,Abdullah-Hamann-Straße,80,29387,Amberg,Rheinland-Pfalz
iubi0241,Greta,Oben,2005-06-29,Natalija-Löchel-Allee,7,71361,Burglengenfeld,Rheinland-Pfalz
iubi0242,Clara,Oben,1974-11-25,Etzlerstraße,174,21890,Meiningen,Saarland
iubi0243,Ekane,Ewane,1999-01-19,Ernestine-Weiß-Platz,184,97311,Worbis,Brandenburg
iubi0244,Friedrich,Schneider,1990-01-03,Killerstraße,152,23413,Tübingen,Baden-Württemberg
iubi0245,Heinrich,Fischer,1994-09-10,Haeringstr.,179,64037,Calw,Mecklenburg-Vorpommern
iubi0246,Clara,Abang,1983-11-20,Annelore-Aumann-Ring,31,26965,Zossen,Thüringen
iubi0247,Atangana,Schmidt,2002-04-24,Alf-Schaaf-Gasse,89,43006,Sebnitz,Sachsen-Anhalt
iubi0248,Neba,Ngongang,1978-09-18,Carstenweg,170,41418,Düren,Rheinland-Pfalz
iubi0249,Mbella,Schneider,1976-06-23,Lothar-Thanel-Straße,130,03161,Schrobenhausen,Bayern
iubi0250,Ngong,Müller,1970-12-08,Ernst-August-Aumann-Allee,108,02758,Eggenfelden,Saarland
iubi0251,Fonyuy,Fischer,1958-07-11,Wagnergasse,111,56481,Waren,Berlin
iubi0252,Mbella,Tchoumi,1983-08-26,Pergandering,182,79252,Burglengenfeld,Brandenburg
iubi0253,Lukas,Ngongang,1965-06-07,Baldur-Aumann-Platz,46,75622,Rastatt,Sachsen-Anhalt
iubi0254,Ewane,Klein,1965-03-02,Heringstraße,158,41951,Eisenhüttenstadt,Mecklenburg-Vorpommern
iubi0255,Neba,Fokou,2004-08-15,Ute-Kühnert-Gasse,120,44518,Amberg,Saarland
iubi0256,Nkechi,Oben,1963-07-18,Roseallee,69,93759,Fallingbostel,Mecklenburg-Vorpommern
iubi0257,Ngong,Hoffmann,1960-02-19,Swetlana-Lange-Gasse,23,85050,Wittmund,Nordrhein-Westfalen
iubi0258,Sophie,Tchoumi,1956-12-17,Annett-Hellwig-Straße,63,02410,Parchim,Sachsen-Anhalt
iubi0259,Tabe,Oben,1997-07-31,Mielcarekweg,157,91826,Saarlouis,Bayern
